location,tweet
"Lincoln, Nebraska","Five  of Mike Pence's top aides have now tested positive for the corona virus. As we all know, Pence is the chair o… https://t.co/JBuvMSMO4b"
"Lincoln, NE",All these Halloween decorations I’ve put up and no one gets to see them :( I hate corona
"Lincoln, NE",@_justinshaw @Forbes The fact that the Los Angeles paper printed about the corona virus the day Kobe died but the p… https://t.co/GQEEaQYEc7
Land of Lincoln ,"⁦@realDonaldTrump⁩
You WILL be tried to the fullest extent of the Law! #TrumpIsAMassMurderer

Coronavirus: Trump ca… https://t.co/kxtNoFqVGl"
"Lincoln, NE",The CDC's Halloween Guidelines for 2020 | Martha Stewart https://t.co/Phv644qFel
"Lincoln, NE",@dundysfinest @BrettSBaker They have 2 cases. Big difference. https://t.co/Xi8f2y6CGe
"Lincoln, NE",For once #Trump will likely be correct... after the election the #coronavirus infection rate will go down; because… https://t.co/E7gHloMXSK
Land of Lincoln,"In the time that it takes you to read this tweet, 15 of your fellow citizens will have contracted the #coronavirus… https://t.co/RQIWafwznI"
Lincoln,Vast majority of positives in Lincoln are among young people. https://t.co/7At3PwTpmd
Land of Lincoln,The entire world and their communities are struggling to deal with #coronavirus  and it's Trump's fault according to sleepy Joe. 👎👎
"Lincoln, Nebraska",LPS Families: please check your email or our website for the Weekly LPS Family Update: https://t.co/iiYQoFITo0 https://t.co/8auy9EJlbF
"Lincoln, NE","There are literally 10s of millions of Americans who believe we can STOP the spread of coronavirus.

They point to… https://t.co/HNrtwgz58k"
"Lincoln, NE","Latest on the coronavirus: Days before the Nov. 3 election, U.S. virus cases surged past 9 million, but officials i… https://t.co/gGUuOJbpcw"
"Lincoln, NE","28 Nebraska, Texas National Guard medical personnel heading to Czech Republic to help with virus surge 
https://t.co/cuNMVwCfe7?"
"Lincoln, NE",I was happy to be a guest on the @NPR radio show @hereandnow today to speak honestly about what it's like to teach… https://t.co/DfMHZaAkOK
"Lincoln, NE","Nebraska saw a record number of cases of the coronavirus confirmed for one day, as well as a record number of peopl… https://t.co/HwqcW2E00e"
"Lincoln, NE","Coronavirus, and What Next? Big Corporations, Get Out of China! - Sign the Petition! https://t.co/L0zErT8a9r via @Change"
"Lincoln, NE","Coronavirus update: U.S. counts more than 90,000 cases in a single day and The Lancet says Trump pandemic response… https://t.co/2oNfdx7f9S"
"Lincoln, Nebraska",(1/2) @NEDept_AdmSrvs’ Materiel-Purchasing team and @NEDHHS continue to distribute vital PPE across the State to en… https://t.co/iCWfPlSy3a
"Lincoln, NE",Concerns about new cases of the coronavirus and uncertainty about how the election are the two items that are gener… https://t.co/rZulSoMiah
"Lincoln, NE","Mayor’s News Conference: 
Coronavirus Update at 3:30pm today
Watch it live on LNKTV City 
https://t.co/G4a3zxxk2B… https://t.co/sbj7JiljqJ"
"Lincoln, NE","Nebraska saw a record number of cases of the coronavirus confirmed for one day, as well as a record number of peopl… https://t.co/bc9wiUO6L2"
"Lincoln, NE",The memory of working out in the yard on Saturday March 7 while listening to this podcast episode and being scared… https://t.co/NPSQtOhYAh
"Lincoln, NE","ICYMI: We broke down all the ways you can stay safe during #COVID19, including precautionary measures you can take… https://t.co/mmJXpQXrKW"
"Lincoln, NE","Scathing. Ouch

Nebraska Keeps Defying the Big Ten, Responding to Adversity With Petulance https://t.co/pdLBRg1806"
"Lincoln, NE",Coronavirus updates: 39 states report rise in hospitalizations; Utah hospitals 'can't keep up'; scaled-back Thanksg… https://t.co/996wbzkHM6
"Lincoln, NE","His opponent voted NO to Legislature discussing help for residents during #coronavirus crisis. 
➡️ Vote Brodey Webe… https://t.co/BvQl2v9Jv0"
Land of Lincoln ,"@FoxNews Soaring trade deficits, rising prices, job losses, falling markets, coronavirus infection rates &amp; hospital… https://t.co/yQQbGs00wC"
"Lincoln, NE","Thousands of nursing homes still don't have enough gloves, N95 masks, gowns and other personal protective equipment… https://t.co/kZiTrsXWhK"
Lincoln,This is a really interesting graphical read  https://t.co/s43f3ksXeU
"Lincoln, NE",Covid Chasers: The Nurses Fighting Coronavirus From Hot Spot to Hot Spot https://t.co/8B3VDmNi9T
"Lincoln, Nebraska",Coronavirus testing czar: ‘Nobody’s waving the white flag’ to pandemic https://t.co/F9ltwOm956 via @TODAYshow
"Lincoln, NE","So, I got COVID.

How did I get it? What were my symptoms? Can I smell or taste anything anymore?

Check out this v… https://t.co/miqCf2D1ka"
"Lincoln, NE","More than 85,000 new coronavirus cases today; U.S. total tops 9 million; an American gets the virus every 1.2 secon… https://t.co/PV0DQkwSe5"
"Lincoln, NE","His opponent voted NO to Legislature discussing help for residents during #coronavirus crisis. 
➡️ Vote Brodey Webe… https://t.co/tLpOngB4Ny"
"Lincoln, NE","The new cases raised the pandemic total to 9,330, while the death toll remained at 45. https://t.co/xRgF92HDQa"
"Lincoln, NE",This project along with this article (https://t.co/JutrkIqArv) estimating coronavirus spread depending on a number… https://t.co/jaxaGonUlA
"Lincoln, NE","President Donald Trump's son-in-law and senior adviser, Jared Kushner, boasted in mid-April about how the president… https://t.co/2mh9MiSdTt"
Lincoln,Ahead of #Halloween and when considering the impact of #Coronavirus it’s really important to use common sense and s… https://t.co/O8bgzPjg5s
"Lincoln, NE",I was super bummed to learn from an update with @MayorLeirion and election commissioner David Shively today that… https://t.co/rfm782Iwfk
"Lincoln, Nebraska",Coronavirus updates: Wisconsin may run out of ICU beds in 2 weeks; Boston Marathon postponed; CVS adds rapid testin… https://t.co/5G1EJwbFHA
"Lincoln, NE",Public relations firms hired by DHHS vetted political views of hundreds of celebrities for a planned $250 million a… https://t.co/jsfIhyxWnu
"Lincoln, NE",UT-Chattanooga currently has 50 total students and 4 total staff with positive cases. According to this morning's n… https://t.co/6iTlounDei
"Lincoln, NE","Still, the 33% increase doesn't offset the prior quarter's decline. Experts have said a full recovery may take year… https://t.co/Ia49iFG3xv"
"Lincoln, NE",Get out those pencils (or computers)! Students can share how they navigated life during the coronavirus pandemic in… https://t.co/5VMUei5ZnI
"Lincoln, NE",Iowa voters won't be able to cast their ballot at any of those polling places this Election Day because of hundreds… https://t.co/Lc6DEtxh56
"Lincoln, NE",The CDC announced new COVID-19 definitions for what constitutes “Close Contact.”  NPR has the scoop @ https://t.co/kvKBVc7W8L
"Lincoln, Nebraska","These are the best graphics I’ve seen on aerosol transmission of Covid-19: A room, a bar and a classroom: how the c… https://t.co/YHSHwQIshI"
"Lincoln, NE","“The coronavirus pandemic has devastated the US jobs market. Some 787,000 people filed for benefits last week – rou… https://t.co/5oTc5cZHeA"
"Lincoln, NE","""I love Halloween,"" said Prashant Patel, who owns the Wash Doctor Carwash, in Birmingham, Ala., as as hundreds of c… https://t.co/ECB0YT2v2v"
"Land of Lincoln, USA","@mainebean All the news is about coronavirus infections, but where are all the deaths and they are also starting to… https://t.co/kX8eEfYb0O"
"Lincoln, NE","To date, 45 Lancaster County residents have died from the coronavirus. https://t.co/oRs6iN0Sb7"
"Lincoln, Nebraska","BOSTON MARATHON POSTPONED
Once again the world's oldest annual marathon will be changing up the race due to coronav… https://t.co/vEDxtWpx2j"
"Lincoln, NE",@minamaya13 @run4urmny She is a comedian but as a Nebraskan this is the arguments they spew daily on coronavirus updates from local media.
"Lincoln, Nebraska",@NEDHHS announces a new way to provide coronavirus testing this winter. https://t.co/21m0MAazbs
"Lincoln, NE",LOL. Go Big Red Coronavirus. https://t.co/4tC6jDp5zi
"Lincoln, NE","As employers continue to navigate the COVID-19 pandemic, OSHA has released new guidelines to clarify reporting requ… https://t.co/eXBnkAOcSy"
"Lincoln, NE",Bolz tests positive for coronavirus after quarantining https://t.co/rlECo7S2mh
"Lincoln, NE",Congressional candidate Kate Bolz said she's grateful for the care she has received and will continue to quarantine… https://t.co/IK4q0Ptf2m
"Lincoln, Nebraska","The coronavirus pandemic has claimed its first Big Ten football game, and it’s going to cost Nebraska its scheduled… https://t.co/BNVN5w6vlO"
"Lincoln, NE","The coronavirus pandemic has claimed its first Big Ten football game, and it’s going to cost Nebraska its scheduled… https://t.co/CsQIgQUZ9w"
"Lincoln, NE","In other virus news: A White House virus task force member confirms cases, hospitalizations, deaths all on rise in… https://t.co/wAjKMm1dSn"
"Lincoln, NE",@HKrassenstein He is gonna lose that 1 electoral vote in Omaha... Also live look at coronavirus pandemic here in NE. https://t.co/ybmBLZL2kG
Lincoln,Good reporting from @CBartWSJ and @JimPolzinWSJ on Wisconsin's coronavirus situation: https://t.co/XBxS5UaQYM
"Lincoln, NE",A sell off across most markets is taking place this morning with increasing fears due to the coronavirus spreading… https://t.co/7T7XaMYdBC
Lincoln,Maybe if universities had tried rapid Covid testing before teaching started they wouldn’t be in such a mess https://t.co/2MpvgKut5X
"Lincoln, NE","His opponent voted NO to Legislature discussing help for residents during #coronavirus crisis. 
Vote Brodey Weber f… https://t.co/krvdGSkd6G"
"Lincoln, Nebraska",@jeffzeleny Good fact check....https://t.co/1Mlp0BMYvX
"Lincoln, Nebraska",@asanderford The numbers are bad in Nebraska...https://t.co/1Mlp0BMYvX
"Lincoln, Nebraska",@ChrisDunkerLJS Turning the corner?  The numbers are terrible....https://t.co/IEtAJn9cMz
"Lincoln, Nebraska",@asanderford Turing the corner?.....https://t.co/IEtAJn9cMz
"Lincoln, Nebraska",@ChrisDunkerLJS Covid cases are soaring in SD....https://t.co/sqWFEpfatK
"Lincoln, Nebraska",Source: Badgers' game at Nebraska in jeopardy. UW coronavirus positivity rate close to level forcing a shutdown.… https://t.co/Vby4BIZgQg
"Lincoln, NE","Unleaded #Gasoline  
➡️Less miles are being driven than normal and no sign of a major breakthrough in the coronavir… https://t.co/t5uoM60Xmg"
"Lincoln, NE","Nebraska health care workers first in line for COVID vaccine 
https://t.co/EdnWPOwyVj"
"Lincoln, NE",Trump campaign says 'strong precautions' in place for Omaha rally as coronavirus cases rise https://t.co/jnm3nTilzH
Lincoln,"“The UK has recorded 367 more coronavirus deaths over 24 hours, the highest daily rise since  May.
Some 22,885 new… https://t.co/ZAf42kLmb6"
"Lincoln, NE","In case it isn't clear: The antibodies fall after infection thus, the herd immunity theory is becoming less and les… https://t.co/uK75cxzPsO"
Land of Lincoln,"@RealJohnDennis @JoeBiden Covid sure is hilarious. Great use of your platform chief.
https://t.co/GkOQtXD654"
"Lincoln, NE",Omaha’s mask mandate and recent statewide coronavirus restrictions put in place by Gov. Pete Ricketts will not appl… https://t.co/mcKc2UpB5f
"Lincoln, NE",Coronavirus updates: Virus worsens in Midwest in final week before election; LA sports teams' success helping drive… https://t.co/VxZ4F6lLOd
Lincoln,"❔ Not sure what the current #Coronavirus restrictions are where you live?

They'll depend on the 'alert level' in y… https://t.co/G3ofsonS6x"
Lincoln Nebraska,@kaitlancollins It's dark out coronavirus doesn't fly after sundown.
"Lincoln, NE",How it’s done https://t.co/JZXQEePpwI
"Lincoln, NE","@rxbuns That’s not accurate.

https://t.co/uBHk21qOeM"
"Lincoln, NE","The confirmed cases of the coronavirus raised the county's total for the pandemic to 8,979, and its positivity rate… https://t.co/ltfxHVrRe0"
"Lincoln, NE",#Childcare Providers: Today we learned the Nebraska small business stabilization grants in the second round of CARE… https://t.co/o3xdvTZGAq
"Lincoln, NE","Stocks are slumping sharply in afternoon trading on Wall Street Monday and deepening last week’s losses, as a troub… https://t.co/lCqMn3JyT7"
Land of Lincoln,@jojoptyoga @TheGREATHoudin2 And Trump's pick to head the Coronavirus task force. We were doomed from the get-go.
"Lincoln, NE","Due to an overwhelming response, the Small Business Stabilization Coronavirus Relief Fund grants to assist Nebraska… https://t.co/LVdgNgT8cl"
"Lincoln, NE","Particulate matter, long known to be harmful to human health, is now being tied to #COVID19 deaths. Because… https://t.co/T0OQy0BucT"
"Lincoln, NE","LIVE at 10 a.m: Pete Ricketts will talk about the coronavirus pandemic, and HHS officials will discuss the plan to… https://t.co/zQNg9GDHgo"
"Lincoln, NE","Coronavirus updates: US hits highest 7-day average of new cases since start of pandemic; Pence, White House press f… https://t.co/ldFVI1rI2M"
"Lincoln, Nebraska","ICYMI: Wisconsin redshirt freshman QB Graham Mertz tested positive for the coronavirus Sunday, but is awaiting a co… https://t.co/kVhigBzuQk"
"Lincoln, NE","The total number of cases confirmed over the past week in Lancaster County was 743, which is a new weekly record. T… https://t.co/467hO1BDWN"
"Lincoln, America",@Channel8ABC Your daily coronavirus update graphics are misleading. You show new cases and total deaths in the same… https://t.co/Fw7JXHvUV5
"Lincoln, NE","@zeynep Meanwhile “Victoria records no new coronavirus cases for first time in more than four months”
 https://t.co/a4Hvr7Unhu"
"Lincoln, NE",Meanwhile: “Victoria records no new coronavirus cases for first time in more than four months” https://t.co/a4Hvr7Unhu
"Lincoln, America","Do I have this straight? The a White House coronavirus task force, responsible for protecting America, is testing p… https://t.co/4TBw5LLNWB"
"Lincoln, NE",Utah is currently at the same rate of infection (approx 45 cases per 100k) as Nebraska but about two weeks ahead of… https://t.co/JmgfoPU5X9
"Lincoln, NE","To NOT control the Coronavirus is a CHOICE. A choice to NOT implement an effective contact-tracing system, a choice… https://t.co/widsLGIBT2"
"Lincoln, NE",Well this is horrifying.             Utah’s hospitals prepare to ration care as a record number of coronavirus pati… https://t.co/5SnUgNJcS4
"Lincoln, NE",Lancaster County confirms 131 new coronavirus cases; sets record weekly total https://t.co/kuuAhNjq9f
"Lincoln, NE","The total number of cases confirmed over the past week was 743, which is a new record for the number of cases in on… https://t.co/iKXobFAskT"
"Lincoln, Nebraska","The Lancaster county health department has announced 100+ coronavirus cases for Sunday, pushing the community total… https://t.co/3DCx2WKbld"
"Lincoln, Nebraska",Several people closest to the guy heading up the White House task force charged with keeping people from getting th… https://t.co/J8JA6A5RwD
"Lincoln, Nebraska",Why vote for people who don't care or even try? They want you dead. ---- https://t.co/lKBwk2kwC7
"Lincoln, NE","The Republican Party doesn’t give a single fuck about the American people. Not about our health, not about our righ… https://t.co/HFsvfndzCj"
"Lincoln, NE","Coronavirus cases are rising in 79% of US states and territories, CDC director warns | Daily Mail Online https://t.co/2DlFPwx4sH"
Lincoln Nebraska,@robreiner Trump is still pushing a conspiracy theory that hospitals are over-classifying coronavirus deaths becaus… https://t.co/ANuTLPzpNG
"Lincoln, NE","Check out some ways to reduce your anxiety around the presidential election, see how to minimize the risk of corona… https://t.co/G5AVtrY6D4"
Lincoln Nebraska,Trump is still pushing a conspiracy theory that hospitals are over-classifying coronavirus deaths because “doctors… https://t.co/IYpZjSJ2lf
"Lincoln, NE","The coronavirus pandemic caused conventions, association meetings, athletic events and concerts to be canceled, dev… https://t.co/57vhUuRXOK"
"Lincoln, NE",Coronavirus updates: Vice President Pence tested negative for the virus Saturday after exposure to infected aide; d… https://t.co/ihE7IiULCj
"Lincoln, NE",Trump says that coronavirus is nothing only 10 people in the world received the kind of care he did the average Ame… https://t.co/9HuLPi0IPr
"Lincoln, NE",Link: https://t.co/wTUkoLhxj7
"Lincoln, NE",Pence chief of staff Marc Short tests positive for coronavirus https://t.co/CSm6wUbrtb
"Lincoln, Nebraska","COVID-19 UPDATE: 
A day after announcing the extended mask mandate, the Lincoln-Lancaster County Health Department… https://t.co/sWq9RNCy37"
"Lincoln, NE",Halloween is a week away! Check out the CDC's guidelines on how to stay safe this Halloween season here:… https://t.co/gY66SGiYS1
"Lincoln, NE","Masks block up to 90 per cent of coronavirus, Japan study finds https://t.co/HqsLGvmS7N via @scmpnews"
"Lincoln, Nebraska ","""Will there be an enduring impact of the coronavirus pandemic on graduates?""

Dr. Trainin was asked about the Teach… https://t.co/jqoao4dvap"
"Lincoln, NE",The impact is being felt in every section of the country. Here are some of the latest developments across the U.S. https://t.co/SZBdnuCewf
"Lincoln, NE",Trump’s campaign made stops nationwide. Then coronavirus cases surged. https://t.co/3NBSa9NHyi
"Lincoln, Nebraska, USA","@theonlyrymac Yes, the Coronavirus is real, but there's still NO reason to be paranoid about it.

Especially NOT to… https://t.co/xyRZMRlvZO"
"Lincoln, NE",The United States is approaching a record for the number of new daily coronavirus cases in the latest ominous sign… https://t.co/RR8efrcyUl
"Lincoln, NE","We entered the “final turn”, according to the president, on August 31. At last count that’s a 53/54 day turn.

That… https://t.co/btPSJGCAMn"
"Lincoln, NE","So, if I wrote a fiction book about COVID, people could talk about ""the novel 'Coronavirus' which is about the nove… https://t.co/iin6R5kw4Y"
"Lincoln, NE","At 3:30 p.m., city officials will have a briefing on the coronavirus response. https://t.co/FkQeJUwrOg"
"Lincoln, NE","LIVE at 3:30 p.m., city officials talk about the city's coronavirus response. https://t.co/8iZ3Pty3XO"
"Lincoln, NE","Mayor’s News Conference: 
Coronavirus Update at 3:30pm today
Watch it live on LNKTV City 
https://t.co/G4a3zxxk2B… https://t.co/e6Jxhjb4Jw"
"Lincoln, Nebraska","(1/2) DAS’ Materiel Purchasing team, partnering with the @NEDHHS, continues to distribute PPE across the state to l… https://t.co/K2IgHfArDv"
Lincoln,Oxford coronavirus vaccine ‘works as expected' and triggers 'strong immunity’ - Metro. This is good news! https://t.co/utttTk6waK
"Lincoln, NE","@neiltyson This joke needs a good ending, but I can't think of one:

A coronavirus walks into a bar...says to the b… https://t.co/3VuuUQCES4"
"Lincoln, NE",The Oglala Sioux Tribe is locking down the Pine Ridge Indian Reservation for one week beginning tonight in response… https://t.co/UOz6CwSKkO
"Lincoln, NE",San Quentin Ordered to Reduce Prison Population by Half Over Virus Fears https://t.co/HY75oDqNPr
"Lincoln, NE","News Anchor: ""COVID cases are surging, highest case count recorded yesterday.""

(No transition)

News Anchor: ""Comi… https://t.co/BVBjS5eDWX"
"Lincoln, NE",Coronavirus stimulus update: Pelosi signals relief bill could be far off https://t.co/bn1i87L1yK
"Lincoln, NE","Coronavirus live updates: Cases climbed past 70,000 in U.S. on Thursday; hospitalizations at 41,000; Europe tighten… https://t.co/oSgNsSvue2"
"Lincoln, NE","The CDC has redefined ""close contact"": being within 6 ft. for 15 minutes TOTAL over a 24-hour period.  NE's DHMs ha… https://t.co/PpzbH8lIx8"
"Lincoln, NE",President Donald Trump and Democratic challenger Joe Biden fought over how to tame the raging coronavirus during th… https://t.co/9RPF87toWy
"Lincoln, NE",The effort to get federal relief for independent music venues that have been devastated by the coronavirus pandemic… https://t.co/pRyzSx6Y9D
"Lincoln, NE",Senate Republicans fume as Mnuchin gives ground to Pelosi in search of deal - The Washington Post https://t.co/JmWBIYKiwd
"Lincoln, NE",Now the coronavirus is NOT going away per Trump- this is confusing . #Debates2020
"Lincoln, NE",@RobDenBleyker He's very calm... I think coronavirus isn't coursing through his body this time.
"Lincoln, NE","Macy's said Santa Claus won't be greeting kids at its flagship New York store this year due to the coronavirus, int… https://t.co/PtMEWvwe2q"
"Lincoln, NE","The FDA has approved the first drug to treat COVID-19: remdesivir, an antiviral medicine which previously was autho… https://t.co/pa9D0drjEN"
"Lincoln, NE","Patriot Express passengers will soon be subject to random COVID19 testing 
https://t.co/7R9zbS8Ryh"
"Lincoln, NE","Coronavirus detected in South East Queensland sewage samples
https://t.co/HkwUiA4tdE
#wastewater #covid19 #teledyneisco #sampling"
"Lincoln, NE","Macy’s said Santa Claus won’t be greeting kids at its flagship New York store this year due to the coronavirus, int… https://t.co/yIqVPn1tnp"
"Lincoln, Nebraska","FDA APPROVES FIRST COVID TREATMENT:
A first for the nation in the fight against coronavirus.
The FDA has approved V… https://t.co/P8ezjrYptS"
"Lincoln, Nebraska","SEVEN COVID-19 DEATHS THIS WEEK: 
Another somber day for Lancaster county as another coronavirus death is reported,… https://t.co/L6dLo7DPKi"
"Lincoln, Nebraska",Corrections Director Scott Frakes testifies before Judiciary Committee that 181 staff and 253 inmates have tested p… https://t.co/McWOaQQDbj
"Lincoln, NE","Open schools? Lawsuit.
Don't open schools? Lawsuit.
Allow activities? Lawsuit.
Don't allow activities? Lawsuit.
Man… https://t.co/XM5sCcbyJr"
"Lincoln, Nebraska","NEW CASE # HIGH FOR LPS
Lincoln Public Schools (LPS) breaks last week's record with a new highest number of positiv… https://t.co/uB0PggsZJi"
"Lincoln, NE",Dow turns higher in choppy trading as Pelosi gives lift to hopes for coronavirus relief package - MarketWatch https://t.co/6PjRwwpuA8
"Lincoln, NE","Regulators present the proposal as a way to create jobs and help stabilize state revenue, while some in the environ… https://t.co/Yz8l0zLZyD"
"Lincoln, Nebraska","But it's just a cold ... 

https://t.co/Rb7K724Z8T"
"Lincoln, Nebraska","CONCERN ABOUT NEW SCHOOL COVID PROCEDURES:
After updating their coronavirus procedures if Lancaster County goes int… https://t.co/7IPhMZz5O5"
"Lincoln, NE",#CHILDCARE PROVIDERS: 2 new opportunities for CARES Act funding: 1) providers actively serving children on subsidy… https://t.co/8k5ZzxtmIh
"Lincoln, Nebraska",Researchers at @UNLincoln collect wastewater samples in an effort to gain more information on Covid-19. Learn more… https://t.co/3OvBoFlkVV
"Lincoln, NE","@ComeOnMan2016 @govkristinoem Except that is in fact happening
https://t.co/T17sxVboSY"
"Lincoln, NE",LPS no longer plans to automatically shift to remote learning if the risk dial moves to red. Parent Maggie Thompson… https://t.co/VbtMYlidpl
Lincoln,HuffPost UK: We Asked Over 70s What They Think About Calls For Them To Be Effectively Locked Up All Winter.… https://t.co/SADEdGFhJD
"Lincoln, NE",@KyleCharters79 Don’t put his name and COVID in the same sentence please. 😏
Land of Lincoln ,"By the #WorstPresidentInUSHistory

⁦@realDonaldTrump⁩

As Covid-19 Infections Skyrocket, House Report Slams Trump's… https://t.co/XcxFLXor5l"
"Lincoln, NE","Why is it that suddenly since Covid, meeting anyone I haven’t previously met is anxiety x10"
"Lincoln, Nebraska",AMA statement on ongoing attacks on physicians treating COVID patients https://t.co/YPjn5Pp1zR (via @AmerMedicalAssn)
Lincoln,Pray for the day Bojo comes on tele and says well done everyone we smashed it Covid is gone you can all hug anyone… https://t.co/UoglJmKM3P
"Lincoln, Ne","New @Stanford study estimates that 18 Trump rallies have led to 30,000 COVID cases and 700 deaths 

https://t.co/8hDVmj3rgt"
"Lincoln, Nebraska",@HuskerExtraSip The Big 10 is being shortsighted.  Ohio St. may have an opponent cancel a game due to covid and nee… https://t.co/bn1tGbLIaF
"Lincoln, Nebraska",Happy Halloween with WAFFLES from @wafflemanbill for breakfast!!! So fun catching up with Steve Pearson too.… https://t.co/mhHUV78KPw
Lincoln,"Well time to start stockpiling toilet roll again!! 🤣

BBC News - Covid-19: PM set to announce month-long England lo… https://t.co/WHYChVwZkO"
"Lincoln, NE","The major players in Washington’s COVID-19 relief blame game lobbed familiar volleys on Thursday, marking time in t… https://t.co/Wv60vHdeF9"
"Lincoln, NE","@MartyBrink @urbanhorsedoc If Trump is profiting from Covid treatments or vaccines, he has no incentive for reducin… https://t.co/gNSneLcqhC"
"Lincoln, Nebraska",@Sean_Callahan So @B1Gfootball protocols can be adjusted if they are to Wisconsin’s benefit? https://t.co/8ukQPEywTI
Land of Lincoln,"@gtconway3d @EstelCooper If you have cancer, and you catch covid and die of covid pneumonia...you actually died of… https://t.co/P2hR5C0ETJ"
"Lincoln, Nebraska",Covid-19 is not the flu. #MaskUp https://t.co/RSo1kzBH4y
"Lincoln, Nebraska","Hastings, Nebraska - the birthplace of Kool-Aid - may have cancelled their Kool-Aid Days festival this year due to… https://t.co/qwMqOC54S6"
Lincoln,Illinois has just 2 players out with positive COVID tests. Several more have been sidelined for 2 weeks due to cont… https://t.co/Zr0zIxrDsi
"Lincoln, NE","Some of the best growth stocks aren't tech. Meet Tupperware another beneficiary of Covid.

$TUP https://t.co/dbhv6EOHeg"
"Lincoln, Nebraska","Hello @bigten you have TWO teams with COVID issues.  They played each other last week.

Do you think NOW would be a… https://t.co/AePg5waxMc"
"Lincoln, NE",OMG @finebaum @Espngreeny throw Wisconsin out of the Big Ten!!  How dare they question the league’s Covid protocol!… https://t.co/kcD8G7AUOn
"Lincoln, NE",@DBarkhuff @Memers08 If this nation re-elects a criminal who has turned Covid-19 deaths into a stump speech trope/j… https://t.co/NcVw9LCNF7
Lincoln,"News from Illinois, where Brandon Peters is out 21 days due to Covid. https://t.co/O8mnw2MrTb"
"Lincoln, NE",@_Deplorable_Me @jmnh109 @madhatter818818 @pink_lady56 @ericcervini The article below-he denies saying. But he also… https://t.co/0fLKDq97yz
"Lincoln, NE",We had more COVID-19 cases diagnosed in the US yesterday than China’s cumulative cases since December 2019. 😳#AMJoy
"Lincoln, NE",Megan Elliott is hopeful in our resilience to learn to adapt during a pandemic. Read more about how she see's our f… https://t.co/lgRfGxDCGa
"Lincoln, NE",Wisconsin QB gets COVID and multiple players around him get COVID - game cancelled. Clemson QB gets COVID - nobody… https://t.co/ucZZw0kugu
"Lincoln, NE","@omaha_scanner Let’s shut the bars down 100 percent, I’m Red all the way but willing to try a bar shut down.  Let’s… https://t.co/z3I6V3XNBC"
